"nama_sekolah","npsn","bp","status","pd","guru","kecamatan","wilayah","periode_data"
"SD NEGERI SUNTER JAYA 09","20104944","SD","Negeri","454","20","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI TANJUNG PRIOK 04 PG","20104949","SD","Negeri","373","16","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI WARAKAS 02 PT","20104966","SD","Negeri","385","15","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI WARAKAS 07 PG","20104971","SD","Negeri","572","25","Tanjung Priok","Jakarta Utara","201912"
"SDN Kebon Bawang 03 Pg.","20104854","SD","Negeri","288","11","Tanjung Priok","Jakarta Utara","201912"
"SDN Kebon Bawang 04 Petang","20104855","SD","Negeri","278","12","Tanjung Priok","Jakarta Utara","201912"
"SDN Kebon Bawang 05 Pg.","20104856","SD","Negeri","768","30","Tanjung Priok","Jakarta Utara","201912"
"SDN Kebon Bawang 08 Pt.","20104859","SD","Negeri","279","10","Tanjung Priok","Jakarta Utara","201912"
"SDN KEBON BAWANG 09 PETANG","20104860","SD","Negeri","382","18","Tanjung Priok","Jakarta Utara","201912"
"SDN Papanggo 01 Pg.","20104877","SD","Negeri","699","27","Tanjung Priok","Jakarta Utara","201912"
"SDN Papanggo 03 Pg.","20104879","SD","Negeri","344","17","Tanjung Priok","Jakarta Utara","201912"
"SDN Sungai Bambu 01 Pg.","20104919","SD","Negeri","509","23","Tanjung Priok","Jakarta Utara","201912"
"SDN Sungai Bambu 03 Pg.","20104921","SD","Negeri","506","19","Tanjung Priok","Jakarta Utara","201912"
"SDN Sungai Bambu 05","20104923","SD","Negeri","622","27","Tanjung Priok","Jakarta Utara","201912"
"SDN SUNTER AGUNG 01","20104925","SD","Negeri","529","22","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Agung 05 Pg.","20104929","SD","Negeri","480","19","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Agung 07","20104930","SD","Negeri","427","16","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Agung 11 Pg.","20104934","SD","Negeri","336","14","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Agung 12 Pg.","20104935","SD","Negeri","370","17","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Agung 13 Pagi","20104936","SD","Negeri","372","17","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Jaya 01 Pg.","20104937","SD","Negeri","331","14","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Jaya 04 Pt.","20104939","SD","Negeri","281","11","Tanjung Priok","Jakarta Utara","201912"
"SDN Sunter Jaya 07 Pg.","20104942","SD","Negeri","505","24","Tanjung Priok","Jakarta Utara","201912"
"SDN Tanjung Priok 01 Pg.","20104946","SD","Negeri","372","16","Tanjung Priok","Jakarta Utara","201912"
"SDN Tanjung Priok 02 Pagi","20104947","SD","Negeri","870","26","Tanjung Priok","Jakarta Utara","201912"
"SDN Tanjung Priok 05 Pt.","20104950","SD","Negeri","367","16","Tanjung Priok","Jakarta Utara","201912"
"SDN Warakas 01 Pg.","20104965","SD","Negeri","412","16","Tanjung Priok","Jakarta Utara","201912"
"SDN Warakas 03","20104967","SD","Negeri","638","23","Tanjung Priok","Jakarta Utara","201912"
"SDN Warakas 05 Pg","20104969","SD","Negeri","284","12","Tanjung Priok","Jakarta Utara","201912"
"SDN Warakas 06 Pt.","20104970","SD","Negeri","283","10","Tanjung Priok","Jakarta Utara","201912"
"SD AR RUHANIYAH 2","20104988","SD","Swasta","213","8","Tanjung Priok","Jakarta Utara","201912"
"SD AS-SYAFIQ","20104989","SD","Swasta","27","5","Tanjung Priok","Jakarta Utara","201912"
"SD COKROAMINOTO","20105010","SD","Swasta","200","7","Tanjung Priok","Jakarta Utara","201912"
"SD JUARA","69895926","SD","Swasta","136","9","Tanjung Priok","Jakarta Utara","201912"
"SD KEDANG UYELEWUNG","20105046","SD","Swasta","111","7","Tanjung Priok","Jakarta Utara","201912"
"SD MAS INTAN","20109353","SD","Swasta","102","7","Tanjung Priok","Jakarta Utara","201912"
"SD PADINDI","20105082","SD","Swasta","402","11","Tanjung Priok","Jakarta Utara","201912"
"SD PLUS HANG TUAH I","20105032","SD","Swasta","438","15","Tanjung Priok","Jakarta Utara","201912"
"SD SINAR SOLOR","20105103","SD","Swasta","103","8","Tanjung Priok","Jakarta Utara","201912"
"SD SWASTA KARTIKA VIII-7","20105041","SD","Swasta","195","7","Tanjung Priok","Jakarta Utara","201912"
"SD TAMAN HARAPAN","20105114","SD","Swasta","642","9","Tanjung Priok","Jakarta Utara","201912"
"SD TUNAS KARYA","20105121","SD","Swasta","112","8","Tanjung Priok","Jakarta Utara","201912"
"SDI AL HUSNA","20104979","SD","Swasta","301","18","Tanjung Priok","Jakarta Utara","201912"
"SDI Miftahul Ulum","20102068","SD","Swasta","267","10","Tanjung Priok","Jakarta Utara","201912"
"SDK EIRENE","20105026","SD","Swasta","29","4","Tanjung Priok","Jakarta Utara","201912"
"SDS ABC","20110109","SD","Swasta","57","7","Tanjung Priok","Jakarta Utara","201912"
"SDS Al-Amanah","20104980","SD","Swasta","602","29","Tanjung Priok","Jakarta Utara","201912"
"SDS ANANDA MULYA","69959572","SD","Swasta","92","4","Tanjung Priok","Jakarta Utara","201912"
"SDS Ayah Bunda","20104990","SD","Swasta","305","13","Tanjung Priok","Jakarta Utara","201912"
"SDS Bangun","20104996","SD","Swasta","82","5","Tanjung Priok","Jakarta Utara","201912"
"SDS Barunawati III","20104998","SD","Swasta","380","18","Tanjung Priok","Jakarta Utara","201912"
"SDS Bethel","20105002","SD","Swasta","192","5","Tanjung Priok","Jakarta Utara","201912"
"SDS Bina Maju Bangsa","20109943","SD","Swasta","238","20","Tanjung Priok","Jakarta Utara","201912"
"SDS Cicilia III","20105009","SD","Swasta","333","15","Tanjung Priok","Jakarta Utara","201912"
"SDS DARUL FALAH","20105013","SD","Swasta","94","5","Tanjung Priok","Jakarta Utara","201912"
"SDS Daya Putra","20105015","SD","Swasta","325","7","Tanjung Priok","Jakarta Utara","201912"
"SDS Dharma Budhi Bhakti","20105018","SD","Swasta","223","14","Tanjung Priok","Jakarta Utara","201912"
"SDS Diniyah Islamiyah","20105023","SD","Swasta","167","3","Tanjung Priok","Jakarta Utara","201912"
"SDS KINDERFIELD","69726767","SD","Swasta","111","21","Tanjung Priok","Jakarta Utara","201912"
"SDS Kristen Ipeka Sunter","20105050","SD","Swasta","565","34","Tanjung Priok","Jakarta Utara","201912"
"SDS Mekar Tanjung","20105061","SD","Swasta","302","9","Tanjung Priok","Jakarta Utara","201912"
"SDS Muhamadiyah 17","20105065","SD","Swasta","182","7","Tanjung Priok","Jakarta Utara","201912"
"SDS Mutiara II","20105067","SD","Swasta","382","13","Tanjung Priok","Jakarta Utara","201912"
"SDS Nur Hidayah","20105068","SD","Swasta","53","4","Tanjung Priok","Jakarta Utara","201912"
"SDS NURUL FALAH","20105070","SD","Swasta","162","8","Tanjung Priok","Jakarta Utara","201912"
"SDS Nurul Iman","20105077","SD","Swasta","291","8","Tanjung Priok","Jakarta Utara","201912"
"SDS Pelita Bangsa","NP896382","SD","Swasta","74","13","Tanjung Priok","Jakarta Utara","201912"
"SDS Remaja","20105091","SD","Swasta","272","3","Tanjung Priok","Jakarta Utara","201912"
"SDS SAINT MONICA JAKARTA SCHOOL","20110340","SD","Swasta","139","7","Tanjung Priok","Jakarta Utara","201912"
"SDS SANTA ANNA","20105093","SD","Swasta","51","8","Tanjung Priok","Jakarta Utara","201912"
"SDS Santa Caroline","20105094","SD","Swasta","279","19","Tanjung Priok","Jakarta Utara","201912"
"SDS Santo Lukas III Penginjil","20105098","SD","Swasta","278","17","Tanjung Priok","Jakarta Utara","201912"
"SDS Santo Paulus St.","20105099","SD","Swasta","474","24","Tanjung Priok","Jakarta Utara","201912"
"SDS Santo Petrus","20105100","SD","Swasta","497","13","Tanjung Priok","Jakarta Utara","201912"
"SDS SINGA SCHOOL","20109566","SD","Swasta","94","6","Tanjung Priok","Jakarta Utara","201912"
"SDS Strada Santo Paulus","20105109","SD","Swasta","280","5","Tanjung Priok","Jakarta Utara","201912"
"SDS Tunas Bangsa","20105119","SD","Swasta","260","17","Tanjung Priok","Jakarta Utara","201912"
"SDS Yappenda","20105135","SD","Swasta","203","11","Tanjung Priok","Jakarta Utara","201912"
"SDS Yaspi","20105136","SD","Swasta","175","7","Tanjung Priok","Jakarta Utara","201912"
"SDS. TAMAN PUSAKA","20105115","SD","Swasta","283","8","Tanjung Priok","Jakarta Utara","201912"
"SD NEGERI BAMBU APUS 02 PG","20104313","SD","Negeri","350","13","Cipayung","Jakarta Timur","201912"
"SD NEGERI BAMBU APUS 03 PAGI","20104312","SD","Negeri","702","27","Cipayung","Jakarta Timur","201912"
"SD NEGERI BAMBU APUS 04 PG","20104311","SD","Negeri","765","30","Cipayung","Jakarta Timur","201912"
"SD CAHAYA SAKTI","20108428","SD","Swasta","226","16","Jatinegara","Jakarta Timur","201912"
"SD ISLAM ASSA ADAH","20108427","SD","Swasta","204","8","Jatinegara","Jakarta Timur","201912"
"SD ISLAM FAVORIT ASSALAFY","20109185","SD","Swasta","212","12","Jatinegara","Jakarta Timur","201912"
"SD KARTIKA XI","20109373","SD","Swasta","53","8","Jatinegara","Jakarta Timur","201912"
"SD KRISHNA","20108429","SD","Swasta","202","10","Jatinegara","Jakarta Timur","201912"
"SD KRISTEN 8 BPK PENABUR","20108872","SD","Swasta","258","14","Jatinegara","Jakarta Timur","201912"
"SD MUHAMMADIYAH 11","20108431","SD","Swasta","62","3","Jatinegara","Jakarta Timur","201912"
"SD NURUL YAQIN","20103875","SD","Swasta","219","8","Jatinegara","Jakarta Timur","201912"
"SD SANTA MARIA FATIMA","20103907","SD","Swasta","395","17","Jatinegara","Jakarta Timur","201912"
"SD YPBK","20109534","SD","Swasta","299","9","Jatinegara","Jakarta Timur","201912"
"SDI ASSALAM","20109565","SD","Swasta","67","6","Jatinegara","Jakarta Timur","201912"
"SDIT Al-IMAN","20109283","SD","Swasta","307","25","Jatinegara","Jakarta Timur","201912"
"SDIT Darul Hikmah","20109188","SD","Swasta","93","11","Jatinegara","Jakarta Timur","201912"
"SDS Buddhis Silaparamita","20108466","SD","Swasta","106","7","Jatinegara","Jakarta Timur","201912"
"SDS DWI CAKTI BHAKTI PALAD","20103941","SD","Swasta","69","6","Jatinegara","Jakarta Timur","201912"
"SDS Kristen Berkat","20108436","SD","Swasta","67","8","Jatinegara","Jakarta Timur","201912"
"SDS Ksatria Bangsa","20112436","SD","Swasta","71","8","Jatinegara","Jakarta Timur","201912"
"SDS Perguruan Advent 6","20103817","SD","Swasta","48","6","Jatinegara","Jakarta Timur","201912"
"SDS Putra I","20109176","SD","Swasta","379","23","Jatinegara","Jakarta Timur","201912"
"SDS Santo Antonius I","20108864","SD","Swasta","284","16","Jatinegara","Jakarta Timur","201912"
"SDS Santo Vincentius","20108433","SD","Swasta","499","22","Jatinegara","Jakarta Timur","201912"
"SD NEGERI BARU 01 PAGI","20108989","SD","Negeri","390","13","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI BARU 02 PAGI","20108997","SD","Negeri","379","17","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI BARU 03 PAGI","20108990","SD","Negeri","482","21","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI BARU 06 PAGI","20108813","SD","Negeri","457","13","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI BARU 07 PAGI","20108670","SD","Negeri","432","17","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI BARU 08 PAGI","20109093","SD","Negeri","377","14","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI KALISARI 01","20108967","SD","Negeri","924","39","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI KALISARI 02 PAGI","20108710","SD","Negeri","416","18","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI KALISARI 03 PAGI","20108826","SD","Negeri","689","28","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI PEKAYON 18 PG","20108833","SD","Negeri","374","16","Pasar Rebo","Jakarta Timur","201912"
"SDN Baru 05 Pg.","20108812","SD","Negeri","331","11","Pasar Rebo","Jakarta Timur","201912"
"SDN Cijantung 01","20108814","SD","Negeri","409","18","Pasar Rebo","Jakarta Timur","201912"
"SDN Cijantung 02 Pagi","20109179","SD","Negeri","576","23","Pasar Rebo","Jakarta Timur","201912"
"SDN Cijantung 03 Pg.","20108815","SD","Negeri","382","16","Pasar Rebo","Jakarta Timur","201912"
"SDN Cijantung 05 Pg.","20108816","SD","Negeri","386","12","Pasar Rebo","Jakarta Timur","201912"
"SDN Cijantung 06 Pg.","20108817","SD","Negeri","518","22","Pasar Rebo","Jakarta Timur","201912"
"SDN Cijantung 07 Pg.","20109262","SD","Negeri","522","20","Pasar Rebo","Jakarta Timur","201912"
"SDN GEDONG 01","20108821","SD","Negeri","399","15","Pasar Rebo","Jakarta Timur","201912"
"SDN Gedong 03 Pg.","20109110","SD","Negeri","900","34","Pasar Rebo","Jakarta Timur","201912"
"SDN Gedong 05","20108822","SD","Negeri","563","21","Pasar Rebo","Jakarta Timur","201912"
"SDN Gedong 08 Pg.","20109024","SD","Negeri","481","22","Pasar Rebo","Jakarta Timur","201912"
"SDN Gedong 10 Pg.","20108824","SD","Negeri","428","17","Pasar Rebo","Jakarta Timur","201912"
"SDN Gedong 11 Pg.","20108996","SD","Negeri","302","12","Pasar Rebo","Jakarta Timur","201912"
"SDN Gedong 12 Pg.","20108994","SD","Negeri","394","17","Pasar Rebo","Jakarta Timur","201912"
"SDN Kalisari 05","20108711","SD","Negeri","892","40","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 01 Pg.","20108834","SD","Negeri","467","20","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 03 Pg.","20108836","SD","Negeri","598","23","Pasar Rebo","Jakarta Timur","201912"
"SDN PEKAYON 05","20108838","SD","Negeri","532","24","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 07 Pg.","20108839","SD","Negeri","381","16","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 09","20108981","SD","Negeri","504","20","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 10 Pg.","20108841","SD","Negeri","377","17","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 11 Pg.","20108842","SD","Negeri","371","15","Pasar Rebo","Jakarta Timur","201912"
"SDN PEKAYON 12","20108829","SD","Negeri","376","16","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 15 Pg.","20108830","SD","Negeri","437","18","Pasar Rebo","Jakarta Timur","201912"
"SDN Pekayon 16 Pg.","20108831","SD","Negeri","717","31","Pasar Rebo","Jakarta Timur","201912"
"SD ISLAM TELADAN YASMIN","20108980","SD","Swasta","156","6","Pasar Rebo","Jakarta Timur","201912"
"SD PANGUDI RAHAYU","20109206","SD","Swasta","109","9","Pasar Rebo","Jakarta Timur","201912"
"SDIT ASY-SYAFII","69938511","SD","Swasta","308","20","Pasar Rebo","Jakarta Timur","201912"
"SDS Dharma Bakti","20109201","SD","Swasta","127","8","Pasar Rebo","Jakarta Timur","201912"
"SDS Ignatius Slamet Riyadi II","20109193","SD","Swasta","460","13","Pasar Rebo","Jakarta Timur","201912"
"SDS IT. As Saadah","20109192","SD","Swasta","409","18","Pasar Rebo","Jakarta Timur","201912"
"SDS Kartika VIII -1","20108998","SD","Swasta","443","29","Pasar Rebo","Jakarta Timur","201912"
"SDS NOAH","69772651","SD","Swasta","466","19","Pasar Rebo","Jakarta Timur","201912"
"SDS PB Sudirman","20109146","SD","Swasta","1362","85","Pasar Rebo","Jakarta Timur","201912"
"SDS Slamet Riyadi I","20109219","SD","Swasta","488","23","Pasar Rebo","Jakarta Timur","201912"
"SD NEGERI BATU AMPAR 01 PAGI","20104270","SD","Negeri","374","15","Kramat Jati","Jakarta Timur","201912"
"SD NEGERI BATU AMPAR 06","20104265","SD","Negeri","380","14","Kramat Jati","Jakarta Timur","201912"
"SD NEGERI BATU AMPAR 08 PAGI.","20104263","SD","Negeri","376","15","Kramat Jati","Jakarta Timur","201912"
"SD NEGERI BATU AMPAR 12 PAGI","20104261","SD","Negeri","390","13","Kramat Jati","Jakarta Timur","201912"
"SD NEGERI BATU AMPAR 13 PAGI","20104260","SD","Negeri","316","13","Kramat Jati","Jakarta Timur","201912"
"SD NEGERI TENGAH 06 PAGI","20103485","SD","Negeri","271","12","Kramat Jati","Jakarta Timur","201912"
"SDN Bale Kambang 03 Pg.","20104315","SD","Negeri","434","20","Kramat Jati","Jakarta Timur","201912"
"SDN Balekambang 01 Pg.","20104316","SD","Negeri","340","12","Kramat Jati","Jakarta Timur","201912"
"SDN Batu Ampar 02","20104269","SD","Negeri","375","15","Kramat Jati","Jakarta Timur","201912"
"SDN Batu Ampar 03 Pg.","20104268","SD","Negeri","343","13","Kramat Jati","Jakarta Timur","201912"
"SDN Batu Ampar 05 Pg.","20104266","SD","Negeri","281","9","Kramat Jati","Jakarta Timur","201912"
"SDN Batu Ampar 07 Pg.","20104264","SD","Negeri","233","10","Kramat Jati","Jakarta Timur","201912"
"SDN Batu Ampar 09 Pg.","20109225","SD","Negeri","293","12","Kramat Jati","Jakarta Timur","201912"
"SDN Batu Ampar 10 Pg.","20108788","SD","Negeri","345","13","Kramat Jati","Jakarta Timur","201912"
"SDN Batu Ampar 11 Pg.","20104262","SD","Negeri","377","15","Kramat Jati","Jakarta Timur","201912"
"SDN Cawang 01","20104383","SD","Negeri","837","35","Kramat Jati","Jakarta Timur","201912"
"SDN Cawang 04","20104380","SD","Negeri","400","16","Kramat Jati","Jakarta Timur","201912"
"SDN Cawang 07 Pg.","20104377","SD","Negeri","546","25","Kramat Jati","Jakarta Timur","201912"
"SDN Cawang 09","20104375","SD","Negeri","366","17","Kramat Jati","Jakarta Timur","201912"
"SDN CAWANG 12","20104372","SD","Negeri","283","13","Kramat Jati","Jakarta Timur","201912"
"SDN Cililitan 01 Pagi","20104391","SD","Negeri","370","14","Kramat Jati","Jakarta Timur","201912"
"SDN Cililitan 02","20104390","SD","Negeri","565","23","Kramat Jati","Jakarta Timur","201912"
"SDN Cililitan 03 Pg.","20104389","SD","Negeri","275","11","Kramat Jati","Jakarta Timur","201912"
"SDN Dukuh 01","20104151","SD","Negeri","719","32","Kramat Jati","Jakarta Timur","201912"
"SDS Yayasan Budi Harapan","20103944","SD","Swasta","196","7","Makasar","Jakarta Timur","201912"
"SD NEGERI KAYUMANIS 01 PAGI","20108316","SD","Negeri","198","7","Matraman","Jakarta Timur","201912"
"SD NEGERI KAYUMANIS 03 PAGI","20108287","SD","Negeri","193","8","Matraman","Jakarta Timur","201912"
"SD NEGERI KEBON MANGGIS 11 PAGI","20108298","SD","Negeri","248","11","Matraman","Jakarta Timur","201912"
"SD NEGERI PALMERIAM 01 PAGI","20108302","SD","Negeri","222","8","Matraman","Jakarta Timur","201912"
"SD Negeri Utan Kayu Selatan 04 Pt.","20108381","SD","Negeri","142","9","Matraman","Jakarta Timur","201912"
"SD NEGERI UTAN KAYU SELATAN 09 PAGI","20108414","SD","Negeri","211","9","Matraman","Jakarta Timur","201912"
"SD NEGERI UTAN KAYU SELATAN 13 PAGI","20108418","SD","Negeri","341","14","Matraman","Jakarta Timur","201912"
"SD NEGERI UTAN KAYU SELATAN 16 PAGI","20103440","SD","Negeri","205","9","Matraman","Jakarta Timur","201912"
"SD NEGERI UTAN KAYU SELATAN 18 PAGI","20103419","SD","Negeri","184","8","Matraman","Jakarta Timur","201912"
"SD NEGERI UTAN KAYU SELATAN 23 PAGI","20103416","SD","Negeri","234","10","Matraman","Jakarta Timur","201912"
"SD NEGERI UTAN KAYU SELATAN 27 PAGI","20109169","SD","Negeri","243","10","Matraman","Jakarta Timur","201912"
"SD NEGERI UTAN KAYU UTARA 11 PAGI","20108849","SD","Negeri","214","8","Matraman","Jakarta Timur","201912"
"SDN Kayumanis 02 Petang","20108286","SD","Negeri","174","7","Matraman","Jakarta Timur","201912"
"SDN Kayumanis 04 Pt.","20108317","SD","Negeri","160","7","Matraman","Jakarta Timur","201912"
"SDN Kebon Manggis 01","20108288","SD","Negeri","729","37","Matraman","Jakarta Timur","201912"
"SDN Kebon Manggis 08 Pg.","20108344","SD","Negeri","324","15","Matraman","Jakarta Timur","201912"
"SDN Kebon Manggis 12 Pt.","20108318","SD","Negeri","122","8","Matraman","Jakarta Timur","201912"
"SDN Palmeriam 02 Petang","20108303","SD","Negeri","239","9","Matraman","Jakarta Timur","201912"
"SDN Palmeriam 03 Pg.","20109025","SD","Negeri","242","11","Matraman","Jakarta Timur","201912"
"SDN PISANGAN BARU 01","20109029","SD","Negeri","538","23","Matraman","Jakarta Timur","201912"
"SDN Pisangan Baru 05 Pg.","20109164","SD","Negeri","214","10","Matraman","Jakarta Timur","201912"
"SDN Pisangan Baru 07 Pg.","20108309","SD","Negeri","675","28","Matraman","Jakarta Timur","201912"
"SDN Pisangan Baru 09 Pg.","20108311","SD","Negeri","183","8","Matraman","Jakarta Timur","201912"
"SDN Pisangan Baru 10 Pt.","20109137","SD","Negeri","154","8","Matraman","Jakarta Timur","201912"
"SDN Pisangan Baru 11 Pagi","20109030","SD","Negeri","238","9","Matraman","Jakarta Timur","201912"
"SDN PISANGAN BARU 13 PG.","20109031","SD","Negeri","208","9","Matraman","Jakarta Timur","201912"
"SDN UTAN KAYU SELATAN 01 PAGI","20108378","SD","Negeri","188","8","Matraman","Jakarta Timur","201912"
"SDN UTAN KAYU SELATAN 02 PETANG","20108379","SD","Negeri","161","7","Matraman","Jakarta Timur","201912"
"SDN Utan Kayu Selatan 03 Pagi.","20108380","SD","Negeri","188","9","Matraman","Jakarta Timur","201912"
